city,state,latitude,longitude,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,risk_score
Chandigarh,Punjab,30.689009,76.775658,1,Sunday,1,highway,4,0,fog,low,20,medium,drunk driving,minor,3,0,0,0.45
Chennai,Tamil Nadu,13.187486,80.295193,8,Friday,0,highway,3,0,rain,low,40,medium,weather,minor,4,2,1,0.6
Delhi,Delhi,28.736614,77.287961,13,Thursday,0,highway,1,1,rain,low,28,low,poor road,minor,5,3,0,0.45
Delhi,Delhi,28.839961,77.077651,4,Sunday,1,highway,4,1,fog,low,30,medium,weather,minor,1,1,0,0.45
Bangalore,Karnataka,12.812701,77.598717,15,Saturday,1,highway,1,1,rain,medium,18,high,drunk driving,minor,1,0,0,0.45
Kolkata,West Bengal,22.406804,88.439923,2,Saturday,1,urban,1,1,rain,low,28,low,weather,minor,1,0,0,0.45
Kolkata,West Bengal,22.551635,88.321449,12,Thursday,0,urban,6,0,fog,low,24,low,distraction,major,3,0,0,0.45
Bangalore,Karnataka,12.887786,77.626337,16,Friday,0,urban,6,1,rain,low,26,medium,overspeeding,major,2,1,0,0.45
Bangalore,Karnataka,13.047509,77.41642,3,Friday,0,rural,5,0,clear,high,39,medium,weather,minor,2,2,0,0.1
Mumbai,Maharashtra,19.145826,72.708466,8,Wednesday,0,rural,3,1,rain,low,29,medium,weather,minor,5,0,1,0.6
Mumbai,Maharashtra,19.106257,72.836848,7,Wednesday,0,highway,1,0,clear,high,40,low,overspeeding,major,1,1,0,0.1
Chennai,Tamil Nadu,12.81503,80.186578,17,Tuesday,0,rural,2,0,rain,medium,21,high,overspeeding,minor,1,0,1,0.6
Bangalore,Karnataka,12.962501,77.798745,20,Sunday,1,rural,3,1,rain,low,28,medium,distraction,major,4,3,0,0.45
Bangalore,Karnataka,12.859098,77.469139,22,Saturday,1,urban,3,1,rain,medium,38,high,overspeeding,fatal,2,2,0,0.65
Chennai,Tamil Nadu,13.051037,80.198698,8,Saturday,1,rural,4,1,rain,low,19,medium,poor road,minor,4,3,1,0.6
Mumbai,Maharashtra,19.146865,72.945672,21,Friday,0,highway,5,0,fog,low,23,medium,overspeeding,fatal,2,2,0,0.65
Mumbai,Maharashtra,19.148027,72.979845,17,Tuesday,0,highway,2,0,clear,high,25,medium,poor road,major,5,1,1,0.25
Pune,Maharashtra,18.583396,73.705273,23,Tuesday,0,highway,4,1,clear,high,37,high,overspeeding,major,1,1,0,0.3
Delhi,Delhi,28.676871,77.166722,9,Thursday,0,urban,1,1,clear,high,27,medium,distraction,major,3,3,1,0.25
Hyderabad,Telangana,17.352323,78.402597,1,Friday,0,urban,3,0,fog,low,28,low,drunk driving,minor,1,0,0,0.45
Chennai,Tamil Nadu,12.850964,80.291119,16,Friday,0,highway,4,0,rain,medium,15,low,distraction,minor,2,0,0,0.25
Delhi,Delhi,28.793289,77.012435,4,Monday,0,urban,3,1,clear,high,27,low,distraction,major,2,1,0,0.1
Chandigarh,Punjab,30.622439,76.716754,8,Thursday,0,rural,4,0,fog,low,21,high,drunk driving,fatal,3,3,1,1.0
Chandigarh,Punjab,30.666126,76.863831,15,Wednesday,0,highway,1,1,rain,medium,30,high,distraction,minor,2,1,0,0.45
Bangalore,Karnataka,12.8839,77.797884,17,Wednesday,0,highway,1,0,fog,low,22,medium,poor road,minor,5,1,1,0.6
Mumbai,Maharashtra,19.027147,72.875451,10,Thursday,0,highway,5,1,clear,high,16,low,overspeeding,minor,1,0,1,0.25
Bangalore,Karnataka,13.044104,77.685947,14,Friday,0,urban,3,1,clear,high,19,high,overspeeding,fatal,5,5,0,0.5
Delhi,Delhi,28.638131,77.194616,20,Wednesday,0,rural,4,0,fog,low,28,medium,weather,major,1,1,0,0.45
Mumbai,Maharashtra,18.984837,72.795284,2,Sunday,1,urban,1,1,rain,medium,30,low,drunk driving,major,3,2,0,0.25
Chandigarh,Punjab,30.6134,76.874957,13,Thursday,0,urban,5,0,rain,low,17,low,drunk driving,minor,4,1,0,0.45
Mumbai,Maharashtra,19.034962,72.814048,18,Tuesday,0,urban,3,1,fog,low,25,high,distraction,minor,1,1,1,0.8
Hyderabad,Telangana,17.399553,78.39345,20,Wednesday,0,rural,3,0,fog,low,19,medium,distraction,fatal,2,2,0,0.65
Delhi,Delhi,28.40849,76.912928,2,Saturday,1,rural,3,1,rain,low,33,low,drunk driving,major,1,0,0,0.45
Delhi,Delhi,28.662915,77.173234,19,Thursday,0,rural,3,0,fog,low,39,high,poor road,minor,2,2,1,0.8
Kolkata,West Bengal,22.559528,88.477604,19,Tuesday,0,highway,2,1,clear,high,21,medium,drunk driving,major,3,1,1,0.25
Bangalore,Karnataka,12.89034,77.775542,1,Friday,0,highway,6,1,rain,low,27,medium,poor road,major,1,0,0,0.45
Bangalore,Karnataka,13.053471,77.774545,2,Saturday,1,highway,4,0,clear,high,30,low,distraction,fatal,2,2,0,0.3
Mumbai,Maharashtra,19.109,72.985374,14,Wednesday,0,urban,3,0,fog,low,21,low,weather,minor,5,3,0,0.45
Chennai,Tamil Nadu,13.117165,80.233718,4,Monday,0,rural,6,0,clear,high,34,low,overspeeding,major,5,4,0,0.1
Kolkata,West Bengal,22.642181,88.212797,19,Tuesday,0,highway,6,1,rain,low,38,high,overspeeding,fatal,3,3,1,1.0
Chandigarh,Punjab,30.70991,76.756971,9,Sunday,1,urban,3,1,fog,low,22,high,weather,major,4,1,1,0.8
Kolkata,West Bengal,22.452969,88.416006,23,Tuesday,0,highway,5,0,fog,low,23,high,distraction,fatal,3,3,0,0.85
Bangalore,Karnataka,13.172361,77.732427,19,Tuesday,0,rural,2,1,rain,medium,17,high,distraction,major,3,3,1,0.6
Bangalore,Karnataka,12.800444,77.715121,9,Monday,0,rural,3,1,rain,medium,33,high,overspeeding,major,2,1,1,0.6
Chandigarh,Punjab,30.736596,76.862112,4,Monday,0,urban,2,1,clear,high,15,low,poor road,fatal,4,4,0,0.3
Hyderabad,Telangana,17.202516,78.249156,18,Sunday,1,urban,4,0,fog,low,20,high,weather,minor,2,1,1,0.8
Mumbai,Maharashtra,18.86629,72.957916,18,Sunday,1,highway,6,1,clear,high,34,medium,overspeeding,minor,2,2,1,0.25
Hyderabad,Telangana,17.412476,78.46607,12,Monday,0,highway,2,1,rain,medium,38,medium,drunk driving,minor,3,3,0,0.25
Delhi,Delhi,28.463834,77.033339,3,Thursday,0,urban,2,0,rain,low,19,low,drunk driving,minor,3,2,0,0.45
Delhi,Delhi,28.564131,77.086792,4,Sunday,1,highway,1,1,rain,medium,23,low,weather,minor,4,1,0,0.25
Chennai,Tamil Nadu,13.057256,80.233416,17,Friday,0,rural,6,1,fog,low,30,high,drunk driving,minor,4,0,1,0.8
Delhi,Delhi,28.732394,76.876521,18,Friday,0,highway,2,1,rain,medium,21,high,poor road,fatal,3,3,1,0.8
Chennai,Tamil Nadu,12.955882,80.100871,11,Monday,0,rural,1,1,clear,high,24,high,distraction,minor,3,3,0,0.3
Chennai,Tamil Nadu,12.80205,80.158222,10,Friday,0,urban,5,1,clear,high,23,medium,poor road,minor,1,1,1,0.25
Kolkata,West Bengal,22.486896,88.255914,15,Wednesday,0,urban,2,1,fog,low,24,high,poor road,major,2,0,0,0.65
Bangalore,Karnataka,12.866733,77.656255,0,Sunday,1,highway,4,0,rain,low,29,low,poor road,major,5,5,0,0.45
Delhi,Delhi,28.518047,76.877551,14,Friday,0,highway,4,1,rain,low,16,low,weather,minor,5,1,0,0.45
Kolkata,West Bengal,22.486043,88.48369,9,Wednesday,0,urban,2,1,fog,low,40,medium,distraction,minor,5,5,1,0.6
Mumbai,Maharashtra,19.13753,72.896883,19,Saturday,1,urban,3,0,rain,medium,25,medium,overspeeding,minor,5,0,1,0.4
Mumbai,Maharashtra,18.86606,72.927495,4,Friday,0,rural,5,0,fog,low,15,low,weather,major,1,1,0,0.45
Chandigarh,Punjab,30.626096,76.863137,6,Thursday,0,highway,5,1,rain,low,32,low,overspeeding,minor,2,2,0,0.45
Hyderabad,Telangana,17.271295,78.509011,4,Sunday,1,highway,3,0,rain,medium,16,medium,weather,minor,2,0,0,0.25
Bangalore,Karnataka,12.888266,77.53879,8,Thursday,0,rural,3,1,fog,low,23,medium,distraction,fatal,1,1,1,0.8
Chennai,Tamil Nadu,12.942028,80.277695,18,Thursday,0,urban,1,0,rain,low,17,high,drunk driving,minor,4,2,1,0.8
Kolkata,West Bengal,22.432047,88.2386,15,Thursday,0,highway,3,1,fog,low,15,low,poor road,fatal,5,5,0,0.65
Pune,Maharashtra,18.630385,73.793132,1,Friday,0,rural,6,0,fog,low,21,low,distraction,minor,3,1,0,0.45
Chennai,Tamil Nadu,12.886677,80.218082,1,Friday,0,highway,1,1,clear,high,25,low,drunk driving,minor,2,0,0,0.1
Delhi,Delhi,28.881817,76.935006,16,Tuesday,0,rural,1,1,rain,medium,16,low,drunk driving,minor,3,2,0,0.25
Chandigarh,Punjab,30.762732,76.823115,18,Sunday,1,rural,4,1,rain,low,22,high,weather,major,2,0,1,0.8
Kolkata,West Bengal,22.657179,88.34546,3,Wednesday,0,rural,4,1,fog,low,15,medium,poor road,major,5,2,0,0.45
Chandigarh,Punjab,30.608947,76.862815,4,Monday,0,highway,2,0,rain,low,25,high,weather,minor,2,1,0,0.65
Kolkata,West Bengal,22.453832,88.370196,23,Monday,0,urban,2,0,fog,low,31,low,drunk driving,minor,3,3,0,0.45
Chandigarh,Punjab,30.769625,76.759101,14,Wednesday,0,rural,1,0,clear,high,18,medium,overspeeding,major,2,1,0,0.1
Mumbai,Maharashtra,19.017784,72.72639,19,Thursday,0,urban,4,0,fog,low,36,low,poor road,minor,4,0,1,0.6
Chandigarh,Punjab,30.725448,76.877651,5,Sunday,1,rural,5,1,rain,medium,33,medium,weather,fatal,2,2,0,0.45
Chandigarh,Punjab,30.675196,76.768631,0,Thursday,0,rural,4,1,fog,low,39,low,weather,minor,4,2,0,0.45
Delhi,Delhi,28.696505,77.095732,17,Monday,0,urban,5,1,clear,high,22,high,weather,minor,5,2,1,0.45
Bangalore,Karnataka,12.883132,77.425751,8,Tuesday,0,rural,3,0,fog,low,17,high,drunk driving,fatal,5,5,1,1.0
Chennai,Tamil Nadu,13.120891,80.275907,15,Monday,0,highway,5,0,clear,high,24,high,distraction,minor,4,2,0,0.3
Chennai,Tamil Nadu,12.953251,80.207009,22,Wednesday,0,highway,4,0,fog,low,24,medium,distraction,minor,5,4,0,0.45
Chennai,Tamil Nadu,12.939586,80.148113,22,Thursday,0,highway,5,1,rain,medium,27,low,drunk driving,major,1,1,0,0.25
Chandigarh,Punjab,30.675035,76.863255,0,Saturday,1,urban,6,0,rain,low,26,low,drunk driving,minor,1,0,0,0.45
Hyderabad,Telangana,17.333078,78.579436,16,Thursday,0,urban,3,1,rain,low,21,low,overspeeding,minor,5,5,0,0.45
Hyderabad,Telangana,17.449702,78.415306,15,Wednesday,0,rural,2,0,fog,low,28,medium,poor road,minor,1,0,0,0.45
Delhi,Delhi,28.730346,77.181863,13,Friday,0,rural,1,1,rain,medium,33,medium,overspeeding,minor,2,0,0,0.25
Mumbai,Maharashtra,19.006212,72.99929,21,Friday,0,urban,6,0,rain,medium,31,high,distraction,major,2,1,0,0.45
Hyderabad,Telangana,17.268036,78.273673,21,Friday,0,urban,1,1,clear,high,24,low,distraction,major,1,0,0,0.1
Bangalore,Karnataka,12.925801,77.713155,7,Tuesday,0,highway,5,1,fog,low,21,high,weather,minor,4,4,0,0.65
Chandigarh,Punjab,30.778235,76.784324,0,Friday,0,highway,4,1,fog,low,21,low,overspeeding,minor,1,0,0,0.45
Chennai,Tamil Nadu,12.955045,80.205038,16,Sunday,1,rural,6,1,rain,medium,39,low,overspeeding,minor,4,4,0,0.25
Mumbai,Maharashtra,19.091758,72.740294,4,Sunday,1,urban,4,1,clear,high,32,low,drunk driving,minor,4,4,0,0.1
Chennai,Tamil Nadu,13.190021,80.21108,19,Tuesday,0,rural,1,1,rain,medium,15,high,distraction,minor,4,2,1,0.6
Pune,Maharashtra,18.407495,73.896164,22,Saturday,1,urban,6,0,rain,low,31,high,distraction,minor,2,2,0,0.65
Bangalore,Karnataka,12.94006,77.404952,18,Friday,0,rural,5,1,clear,high,29,high,drunk driving,minor,1,1,1,0.45
Chennai,Tamil Nadu,13.04818,80.137772,15,Monday,0,urban,5,1,fog,low,35,high,poor road,minor,1,0,0,0.65
Kolkata,West Bengal,22.425903,88.435514,18,Sunday,1,urban,6,0,rain,low,27,high,weather,fatal,5,5,1,1.0
Kolkata,West Bengal,22.502982,88.453248,11,Wednesday,0,urban,2,0,clear,high,39,high,distraction,minor,1,1,0,0.3
Hyderabad,Telangana,17.563082,78.31358,22,Friday,0,rural,6,0,rain,medium,34,medium,poor road,minor,1,0,0,0.25
Hyderabad,Telangana,17.543489,78.284606,9,Tuesday,0,highway,5,0,rain,low,35,low,distraction,minor,1,1,1,0.6
Delhi,Delhi,28.692691,76.880478,18,Thursday,0,rural,3,1,fog,low,30,high,weather,major,4,3,1,0.8
Kolkata,West Bengal,22.64203,88.422778,12,Friday,0,highway,5,1,clear,high,30,high,drunk driving,fatal,5,5,0,0.5
Chennai,Tamil Nadu,13.147869,80.280214,6,Thursday,0,rural,2,1,fog,low,38,low,poor road,major,4,4,0,0.45
Delhi,Delhi,28.713705,77.050413,6,Monday,0,rural,4,1,rain,medium,24,low,weather,minor,2,0,0,0.25
Kolkata,West Bengal,22.591655,88.268312,12,Friday,0,urban,2,0,clear,high,20,medium,overspeeding,fatal,1,1,0,0.3
Chennai,Tamil Nadu,12.911509,80.26876,0,Friday,0,rural,6,1,fog,low,28,low,poor road,minor,2,2,0,0.45
Hyderabad,Telangana,17.326962,78.432097,4,Sunday,1,urban,1,1,rain,low,22,low,distraction,minor,5,2,0,0.45
Chennai,Tamil Nadu,12.976309,80.246611,23,Sunday,1,highway,1,1,rain,medium,37,high,overspeeding,minor,3,0,0,0.45
Chandigarh,Punjab,30.619761,76.799502,23,Wednesday,0,rural,1,1,fog,low,20,low,distraction,fatal,2,2,0,0.65
Chennai,Tamil Nadu,12.849654,80.104844,8,Monday,0,highway,5,1,fog,low,31,high,drunk driving,minor,1,1,1,0.8
Delhi,Delhi,28.847535,77.222774,16,Tuesday,0,rural,3,0,rain,medium,26,low,overspeeding,major,2,0,0,0.25
Chennai,Tamil Nadu,13.178857,80.253626,16,Thursday,0,urban,5,1,fog,low,22,low,distraction,minor,3,2,0,0.45
Mumbai,Maharashtra,18.931195,72.841438,12,Friday,0,rural,1,1,clear,high,22,high,distraction,minor,5,1,0,0.3
Delhi,Delhi,28.838204,76.960076,22,Sunday,1,highway,1,0,rain,medium,23,medium,poor road,minor,3,3,0,0.25
Mumbai,Maharashtra,19.032293,72.791802,7,Monday,0,urban,4,0,clear,high,39,high,poor road,fatal,1,1,0,0.5
Chandigarh,Punjab,30.613498,76.780024,4,Wednesday,0,urban,6,0,rain,low,16,low,weather,major,3,2,0,0.45
Delhi,Delhi,28.532007,76.857003,14,Monday,0,highway,4,0,clear,high,16,low,distraction,minor,5,2,0,0.1
Hyderabad,Telangana,17.326011,78.278185,0,Friday,0,highway,2,0,fog,low,19,high,drunk driving,minor,5,1,0,0.65
Kolkata,West Bengal,22.627913,88.469637,12,Tuesday,0,urban,4,1,clear,high,39,low,overspeeding,minor,1,0,0,0.1
Delhi,Delhi,28.45826,76.837126,13,Friday,0,rural,2,1,rain,medium,20,low,overspeeding,major,3,3,0,0.25
Hyderabad,Telangana,17.26621,78.522514,22,Tuesday,0,rural,1,0,clear,high,21,medium,poor road,minor,2,0,0,0.1
Kolkata,West Bengal,22.573522,88.236306,6,Tuesday,0,rural,2,0,fog,low,19,medium,poor road,major,5,4,0,0.45
Pune,Maharashtra,18.523712,73.713274,2,Thursday,0,urban,3,0,fog,low,37,low,poor road,minor,4,4,0,0.45
Chennai,Tamil Nadu,13.037226,80.178989,6,Monday,0,highway,5,0,clear,high,23,medium,weather,major,3,2,0,0.1
Kolkata,West Bengal,22.683314,88.371367,8,Tuesday,0,urban,1,1,clear,high,19,high,overspeeding,fatal,5,5,1,0.65
Kolkata,West Bengal,22.6538,88.463492,21,Saturday,1,urban,6,1,clear,high,33,high,distraction,minor,1,1,0,0.3
Chandigarh,Punjab,30.732219,76.898099,15,Tuesday,0,highway,2,1,fog,low,21,low,weather,minor,5,1,0,0.45
Chandigarh,Punjab,30.703695,76.703579,13,Friday,0,urban,6,1,clear,high,35,low,drunk driving,minor,1,0,0,0.1
Delhi,Delhi,28.417228,76.981585,13,Saturday,1,highway,1,0,rain,medium,20,medium,distraction,major,5,1,0,0.25
Hyderabad,Telangana,17.320883,78.433938,8,Sunday,1,urban,1,1,clear,high,29,high,drunk driving,minor,4,0,1,0.45
Chandigarh,Punjab,30.724227,76.822229,0,Sunday,1,highway,2,0,fog,low,34,medium,weather,minor,1,0,0,0.45
Hyderabad,Telangana,17.369509,78.440768,13,Thursday,0,highway,1,1,fog,low,18,high,drunk driving,major,3,3,0,0.65
Hyderabad,Telangana,17.528064,78.501226,10,Wednesday,0,highway,1,1,clear,high,31,high,poor road,minor,3,3,1,0.45
Chandigarh,Punjab,30.779544,76.861993,5,Friday,0,highway,4,0,rain,medium,25,low,distraction,minor,4,0,0,0.25
Bangalore,Karnataka,13.149633,77.650165,3,Tuesday,0,rural,5,0,clear,high,35,low,overspeeding,minor,4,4,0,0.1
Bangalore,Karnataka,12.99884,77.719146,19,Wednesday,0,urban,6,1,fog,low,27,low,weather,fatal,5,5,1,0.8
Pune,Maharashtra,18.5732,73.73773,5,Wednesday,0,urban,2,1,rain,medium,36,medium,drunk driving,minor,2,0,0,0.25
Kolkata,West Bengal,22.480037,88.263285,12,Thursday,0,highway,3,0,fog,low,37,medium,poor road,minor,2,2,0,0.45
Mumbai,Maharashtra,18.975584,72.791512,1,Thursday,0,rural,5,0,clear,high,23,low,weather,fatal,1,1,0,0.3
Delhi,Delhi,28.546968,77.17195,21,Sunday,1,urban,3,1,clear,high,33,medium,overspeeding,minor,2,1,0,0.1
Hyderabad,Telangana,17.228424,78.292698,9,Wednesday,0,rural,4,1,rain,medium,20,high,weather,major,1,0,1,0.6
Kolkata,West Bengal,22.537974,88.480537,13,Friday,0,urban,4,1,rain,medium,28,medium,overspeeding,minor,2,0,0,0.25
Delhi,Delhi,28.594944,76.963259,12,Monday,0,urban,6,1,fog,low,31,high,distraction,minor,3,0,0,0.65
Delhi,Delhi,28.639671,77.279886,17,Sunday,1,urban,2,0,rain,medium,23,high,overspeeding,minor,4,4,1,0.6
Chandigarh,Punjab,30.776625,76.831532,1,Friday,0,highway,4,0,rain,low,39,low,poor road,minor,4,0,0,0.45
Chandigarh,Punjab,30.685601,76.783373,8,Wednesday,0,urban,4,1,rain,low,27,high,poor road,major,2,0,1,0.8
Bangalore,Karnataka,13.04379,77.708868,6,Tuesday,0,rural,5,1,clear,high,26,medium,distraction,major,4,3,0,0.1
Chandigarh,Punjab,30.737982,76.896373,11,Tuesday,0,rural,1,0,fog,low,24,medium,poor road,major,5,1,0,0.45
Chandigarh,Punjab,30.671674,76.868194,23,Sunday,1,rural,4,0,fog,low,24,medium,drunk driving,fatal,3,3,0,0.65
Bangalore,Karnataka,13.079573,77.743314,19,Wednesday,0,rural,3,0,clear,high,28,high,overspeeding,major,5,1,1,0.45
Mumbai,Maharashtra,19.237376,72.74929,21,Sunday,1,highway,1,0,rain,low,24,low,weather,minor,1,1,0,0.45
Bangalore,Karnataka,12.944758,77.582335,6,Saturday,1,urban,5,0,rain,low,37,medium,weather,minor,5,1,0,0.45
Mumbai,Maharashtra,19.241647,72.87771,8,Saturday,1,highway,3,1,clear,high,35,medium,drunk driving,minor,5,0,1,0.25
Kolkata,West Bengal,22.656483,88.330516,1,Tuesday,0,rural,1,0,fog,low,19,low,distraction,major,5,4,0,0.45
Delhi,Delhi,28.457525,77.0711,11,Wednesday,0,urban,2,1,clear,high,18,high,overspeeding,minor,1,1,0,0.3
Hyderabad,Telangana,17.539903,78.54698,8,Friday,0,urban,3,1,clear,high,31,medium,poor road,major,2,0,1,0.25
Delhi,Delhi,28.519481,77.130102,17,Saturday,1,rural,1,0,rain,low,29,medium,weather,major,5,2,1,0.6
Delhi,Delhi,28.658316,77.253822,9,Monday,0,highway,4,0,clear,high,15,high,distraction,major,4,4,1,0.45
Bangalore,Karnataka,12.930701,77.46924,17,Tuesday,0,rural,4,0,fog,low,20,high,overspeeding,major,1,0,1,0.8
Hyderabad,Telangana,17.369452,78.299701,23,Saturday,1,highway,1,1,fog,low,24,low,distraction,minor,4,2,0,0.45
Delhi,Delhi,28.80366,76.890836,9,Thursday,0,highway,3,1,fog,low,20,medium,distraction,minor,5,5,1,0.6
Chandigarh,Punjab,30.622196,76.838468,9,Tuesday,0,urban,5,0,fog,low,21,high,distraction,fatal,3,3,1,1.0
Delhi,Delhi,28.848375,76.816375,20,Saturday,1,rural,4,0,rain,low,22,high,overspeeding,minor,5,2,0,0.65
Pune,Maharashtra,18.591319,73.837126,16,Friday,0,urban,1,0,rain,medium,40,medium,distraction,fatal,3,3,0,0.45
Mumbai,Maharashtra,18.937194,72.865844,0,Friday,0,rural,4,0,clear,high,15,low,weather,fatal,2,2,0,0.3
Pune,Maharashtra,18.692578,73.77419,22,Saturday,1,highway,5,0,fog,low,27,medium,weather,major,1,1,0,0.45
Mumbai,Maharashtra,18.855666,72.897485,15,Sunday,1,highway,1,0,rain,low,31,low,overspeeding,fatal,3,3,0,0.65
Chennai,Tamil Nadu,13.136642,80.281024,4,Thursday,0,rural,5,1,clear,high,39,low,overspeeding,fatal,2,2,0,0.3
Delhi,Delhi,28.650577,77.257268,8,Sunday,1,rural,2,0,clear,high,28,high,distraction,minor,5,1,1,0.45
Chandigarh,Punjab,30.697033,76.703307,14,Sunday,1,urban,3,0,clear,high,35,low,drunk driving,minor,4,0,0,0.1
Chennai,Tamil Nadu,13.165433,80.293757,1,Sunday,1,highway,6,1,fog,low,27,low,weather,major,2,0,0,0.45
Chennai,Tamil Nadu,12.887267,80.105737,12,Tuesday,0,urban,4,0,fog,low,22,medium,distraction,major,2,1,0,0.45
Mumbai,Maharashtra,18.872402,72.782926,21,Tuesday,0,urban,4,1,clear,high,19,medium,distraction,minor,5,1,0,0.1
Mumbai,Maharashtra,19.063151,72.793067,13,Sunday,1,urban,6,0,fog,low,24,low,overspeeding,major,4,3,0,0.45
Hyderabad,Telangana,17.581318,78.282272,17,Saturday,1,rural,6,0,fog,low,39,high,overspeeding,minor,3,1,1,0.8
Mumbai,Maharashtra,19.201415,72.999573,0,Monday,0,highway,1,1,rain,low,36,low,poor road,minor,3,2,0,0.45
Delhi,Delhi,28.540686,76.968622,23,Monday,0,rural,1,1,clear,high,35,low,overspeeding,major,1,0,0,0.1
Pune,Maharashtra,18.613602,73.767978,3,Monday,0,rural,4,0,clear,high,16,low,distraction,minor,5,2,0,0.1
Mumbai,Maharashtra,18.880172,72.945382,21,Friday,0,highway,4,1,fog,low,37,high,drunk driving,minor,3,1,0,0.65
Pune,Maharashtra,18.602502,73.938816,20,Wednesday,0,highway,5,0,rain,medium,40,medium,poor road,major,1,0,0,0.25
Chennai,Tamil Nadu,13.106191,80.113591,11,Wednesday,0,urban,5,1,rain,medium,29,low,overspeeding,fatal,1,1,0,0.45
Chandigarh,Punjab,30.769132,76.895675,18,Friday,0,rural,6,1,rain,medium,38,medium,poor road,fatal,2,2,1,0.6
Pune,Maharashtra,18.471159,73.922731,10,Friday,0,rural,2,1,clear,high,20,medium,poor road,minor,3,0,1,0.25
Delhi,Delhi,28.78493,77.213112,11,Sunday,1,rural,5,0,fog,low,28,high,drunk driving,minor,1,0,0,0.65
Kolkata,West Bengal,22.491158,88.262969,15,Monday,0,urban,1,0,rain,medium,34,high,poor road,minor,2,0,0,0.45
Delhi,Delhi,28.87967,77.155353,13,Monday,0,urban,2,1,clear,high,16,medium,distraction,major,3,3,0,0.1
Hyderabad,Telangana,17.472001,78.204161,22,Monday,0,urban,2,1,rain,low,23,low,drunk driving,minor,2,1,0,0.45
Kolkata,West Bengal,22.655311,88.30403,8,Monday,0,urban,2,0,fog,low,20,high,poor road,minor,1,0,1,0.8
Delhi,Delhi,28.696989,77.000865,18,Sunday,1,rural,3,0,rain,low,17,low,distraction,minor,5,1,1,0.6
Hyderabad,Telangana,17.504824,78.439966,5,Wednesday,0,rural,5,0,rain,low,38,medium,poor road,minor,1,0,0,0.45
Kolkata,West Bengal,22.536241,88.368752,18,Monday,0,urban,6,1,rain,medium,17,low,weather,minor,2,2,1,0.4
Chennai,Tamil Nadu,12.902664,80.291512,20,Wednesday,0,urban,4,1,clear,high,34,medium,distraction,major,2,1,0,0.1
Mumbai,Maharashtra,19.028957,72.703978,3,Friday,0,urban,5,1,clear,high,26,medium,drunk driving,minor,3,2,0,0.1
Chennai,Tamil Nadu,12.835812,80.137797,2,Wednesday,0,rural,4,1,fog,low,27,medium,poor road,minor,3,2,0,0.45
Chandigarh,Punjab,30.762783,76.893075,12,Monday,0,highway,5,0,fog,low,38,medium,poor road,minor,4,4,0,0.45
Mumbai,Maharashtra,18.992196,72.931933,19,Tuesday,0,urban,4,1,fog,low,34,medium,distraction,minor,1,1,1,0.6
Chennai,Tamil Nadu,12.842498,80.142717,10,Monday,0,highway,2,1,rain,low,24,high,distraction,minor,5,4,1,0.8
Hyderabad,Telangana,17.547999,78.550636,6,Saturday,1,rural,5,0,clear,high,27,low,overspeeding,minor,1,1,0,0.1
Delhi,Delhi,28.446196,76.946781,4,Sunday,1,urban,6,0,rain,medium,15,low,distraction,fatal,2,2,0,0.45
Delhi,Delhi,28.562441,77.181673,6,Thursday,0,rural,1,0,fog,low,30,high,overspeeding,minor,4,2,0,0.65
Chennai,Tamil Nadu,13.138892,80.2674,7,Saturday,1,urban,1,1,fog,low,18,medium,drunk driving,major,3,0,0,0.45
Hyderabad,Telangana,17.299513,78.24336,10,Thursday,0,urban,3,1,clear,high,24,medium,overspeeding,minor,4,2,1,0.25
Chennai,Tamil Nadu,13.142398,80.250873,15,Sunday,1,rural,4,1,fog,low,30,high,overspeeding,minor,5,0,0,0.65
Bangalore,Karnataka,13.038957,77.743729,1,Tuesday,0,highway,3,1,rain,low,15,low,overspeeding,minor,5,0,0,0.45
Mumbai,Maharashtra,18.865708,72.885619,11,Tuesday,0,urban,6,0,clear,high,29,medium,poor road,minor,3,0,0,0.1
Bangalore,Karnataka,13.098555,77.566536,12,Saturday,1,highway,4,1,clear,high,39,medium,weather,major,2,0,0,0.1
Chennai,Tamil Nadu,12.974188,80.128211,2,Thursday,0,rural,5,1,fog,low,37,medium,overspeeding,minor,1,0,0,0.45
Kolkata,West Bengal,22.500511,88.320105,11,Tuesday,0,rural,6,1,fog,low,35,medium,distraction,minor,5,0,0,0.45
Kolkata,West Bengal,22.664978,88.414205,10,Sunday,1,urban,6,1,rain,medium,19,high,overspeeding,minor,3,0,1,0.6
Hyderabad,Telangana,17.282639,78.563042,18,Saturday,1,urban,6,0,rain,medium,34,high,drunk driving,major,2,1,1,0.6
Kolkata,West Bengal,22.441419,88.313692,16,Monday,0,highway,2,1,clear,high,18,high,poor road,minor,4,1,0,0.3
Bangalore,Karnataka,12.862798,77.664256,13,Wednesday,0,urban,1,1,rain,medium,30,high,distraction,minor,4,3,0,0.45
Hyderabad,Telangana,17.488311,78.32971,13,Thursday,0,rural,1,0,fog,low,36,medium,overspeeding,minor,4,3,0,0.45
Chandigarh,Punjab,30.66601,76.877087,4,Monday,0,highway,6,1,clear,high,36,low,weather,minor,1,0,0,0.1
